2017-06-17 08:59:00,80.000000
2017-06-17 09:00:00,81.460000
2017-06-17 09:01:00,82.920000
2017-06-17 09:02:00,84.380000
2017-06-17 09:03:00,85.840000
2017-06-17 09:04:00,87.300000
2017-06-17 09:05:00,88.760000
2017-06-17 09:06:00,90.220000
2017-06-17 09:07:00,91.680000
2017-06-17 09:08:00,93.140000
2017-06-17 09:09:00,94.600000
2017-06-17 09:10:00,96.060000
2017-06-17 09:11:00,97.520000
2017-06-17 09:12:00,98.980000
2017-06-17 09:13:00,100.440000
2017-06-17 09:14:00,101.900000
2017-06-17 09:15:00,103.360000
2017-06-17 09:16:00,104.820000
2017-06-17 09:17:00,106.280000
2017-06-17 09:18:00,107.740000
2017-06-17 09:19:00,109.200000
2017-06-17 09:20:00,110.660000
2017-06-17 09:21:00,112.120000
2017-06-17 09:22:00,113.580000
2017-06-17 09:23:00,115.040000
2017-06-17 09:24:00,116.500000
2017-06-17 09:25:00,117.960000
2017-06-17 09:26:00,119.420000
2017-06-17 09:27:00,120.880000
2017-06-17 09:28:00,122.340000
2017-06-17 09:29:00,123.800000
2017-06-17 09:30:00,125.260000
2017-06-17 09:31:00,126.720000
2017-06-17 09:32:00,128.180000
2017-06-17 09:33:00,129.640000
2017-06-17 09:34:00,131.100000
2017-06-17 09:35:00,132.560000
2017-06-17 09:36:00,134.020000
2017-06-17 09:37:00,135.480000
2017-06-17 09:38:00,136.940000
2017-06-17 09:39:00,138.400000
2017-06-17 09:40:00,139.860000
2017-06-17 09:41:00,141.320000
2017-06-17 09:42:00,142.780000
2017-06-17 09:43:00,144.240000
2017-06-17 09:44:00,145.700000
2017-06-17 09:45:00,147.160000
2017-06-17 09:46:00,148.620000
2017-06-17 09:47:00,150.080000
2017-06-17 09:48:00,151.540000
2017-06-17 09:49:00,153.000000
2017-06-17 09:50:00,154.460000
2017-06-17 09:51:00,155.920000
2017-06-17 09:52:00,157.380000
2017-06-17 09:53:00,158.840000
2017-06-17 09:54:00,160.300000
2017-06-17 09:55:00,161.760000
2017-06-17 09:56:00,163.220000
2017-06-17 09:57:00,164.680000
2017-06-17 09:58:00,166.140000
2017-06-17 09:59:00,167.600000
2017-06-17 10:00:00,169.060000
2017-06-17 10:01:00,170.520000
2017-06-17 10:02:00,171.980000
2017-06-17 10:03:00,173.440000
2017-06-17 10:04:00,174.900000
2017-06-17 10:05:00,176.360000
2017-06-17 10:06:00,177.820000
2017-06-17 10:07:00,179.280000
2017-06-17 10:08:00,180.740000
2017-06-17 10:09:00,182.200000
2017-06-17 10:10:00,183.660000
2017-06-17 10:11:00,185.120000
2017-06-17 10:12:00,186.580000
2017-06-17 10:13:00,188.040000
2017-06-17 10:14:00,189.500000
2017-06-17 10:15:00,190.960000
2017-06-17 10:16:00,192.420000
2017-06-17 10:17:00,193.880000
2017-06-17 10:18:00,195.340000
2017-06-17 10:19:00,196.800000
2017-06-17 10:20:00,198.260000
2017-06-17 10:21:00,199.720000
2017-06-17 10:22:00,201.180000
2017-06-17 10:23:00,202.640000
2017-06-17 10:24:00,204.100000
2017-06-17 10:25:00,205.560000
2017-06-17 10:26:00,207.020000
2017-06-17 10:27:00,208.480000
2017-06-17 10:28:00,209.940000
2017-06-17 10:29:00,211.400000
2017-06-17 10:30:00,212.860000
2017-06-17 10:31:00,214.320000
2017-06-17 10:32:00,215.780000
2017-06-17 10:33:00,217.240000
2017-06-17 10:34:00,218.700000
2017-06-17 10:35:00,220.160000
2017-06-17 10:36:00,221.620000
2017-06-17 10:37:00,223.080000
2017-06-17 10:38:00,224.540000
2017-06-17 10:39:00,226.000000
2017-06-17 10:40:00,227.460000
2017-06-17 10:41:00,228.920000
2017-06-17 10:42:00,230.380000
2017-06-17 10:43:00,231.840000
2017-06-17 10:44:00,233.300000
2017-06-17 10:45:00,234.760000
2017-06-17 10:46:00,236.220000
2017-06-17 10:47:00,237.680000
2017-06-17 10:48:00,239.140000
2017-06-17 10:49:00,240.600000
2017-06-17 10:50:00,242.060000
2017-06-17 10:51:00,243.520000
2017-06-17 10:52:00,244.980000
2017-06-17 10:53:00,246.440000
2017-06-17 10:54:00,247.900000
2017-06-17 10:55:00,249.360000
2017-06-17 10:56:00,250.820000
2017-06-17 10:57:00,252.280000
2017-06-17 10:58:00,253.740000
2017-06-17 10:59:00,255.200000
2017-06-17 11:00:00,254.200000
2017-06-17 11:01:00,253.200000
2017-06-17 11:02:00,252.200000
2017-06-17 11:03:00,251.200000
2017-06-17 11:04:00,250.200000
2017-06-17 11:05:00,249.200000
2017-06-17 11:06:00,248.200000
2017-06-17 11:07:00,247.200000
2017-06-17 11:08:00,246.200000
2017-06-17 11:09:00,245.200000
2017-06-17 11:10:00,244.200000
